scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Steering (Offer: 20),steering,,11,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,1,Altruistic and selfless behavior or intentions,222.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,2,Economic tradeoffs and payoff structures in social contexts,145.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,3,Game theory concepts involving cooperation versus competition,63.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,5,Coordinating conjunctions connecting related concepts in formal writing,33.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,6,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,9,Code syntax patterns for object creation and initialization,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,12,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,1,Altruistic and selfless behavior or intentions,219.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,2,Economic tradeoffs and payoff structures in social contexts,149.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,3,Game theory concepts involving cooperation versus competition,59.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,5,Descriptions of experimental procedures and participant tasks in research studies,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,6,Coordinating conjunctions connecting related concepts in formal writing,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,8,Code syntax patterns for object creation and initialization,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,9,Ensuring fairness and equal treatment,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,13,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,1,Altruistic and selfless behavior or intentions,268.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,2,Economic tradeoffs and payoff structures in social contexts,185.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,3,Game theory concepts involving cooperation versus competition,78.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,4,Coordinating conjunctions connecting related concepts in formal writing,53.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,5,Technical setup and configuration states in experimental procedures,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,6,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,7,"Discussions of egoism and self-interest, especially in moral contexts",29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,8,The assistant should select between provided options,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,9,Character decision-making and multi-step action sequences in narratives,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,14,10,Ensuring fairness and equal treatment,22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,1,Altruistic and selfless behavior or intentions,228.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,2,Economic tradeoffs and payoff structures in social contexts,154.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,4,Technical setup and configuration states in experimental procedures,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,6,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,8,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,9,Code syntax patterns for object creation and initialization,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,15,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,1,Altruistic and selfless behavior or intentions,228.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,2,Economic tradeoffs and payoff structures in social contexts,154.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,3,Game theory concepts involving cooperation versus competition,60.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,4,Technical setup and configuration states in experimental procedures,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,5,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,6,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,8,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,9,Code syntax patterns for object creation and initialization,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,16,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,1,Altruistic and selfless behavior or intentions,219.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,2,Economic tradeoffs and payoff structures in social contexts,149.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,3,Game theory concepts involving cooperation versus competition,59.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,4,Technical setup and configuration states in experimental procedures,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,5,Descriptions of experimental procedures and participant tasks in research studies,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,6,Coordinating conjunctions connecting related concepts in formal writing,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,8,Code syntax patterns for object creation and initialization,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,9,Ensuring fairness and equal treatment,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,17,10,Careful explanation or instruction giving,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,18,1,Altruistic and selfless behavior or intentions,268.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,18,2,Economic tradeoffs and payoff structures in social contexts,185.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 20),steering,,18,3,Game theory concepts involving cooperation versus competition,78.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
